Movie Name,Year,Duration,Rated,Score,Metascore
Gone Baby Gone,2007,1h 54m,R,7.6,72
The Grand Budapest Hotel,2014,1h 39m,R,8.1,88
Star Wars: Episode VII - The Force Awakens,2015,2h 18m,PG-13,7.8,80
Tangled,2010,1h 40m,PG,7.7,71
Zodiac,2007,2h 37m,R,7.7,79
EuroTrip,2004,1h 32m,R,6.6,45
Secretary,2002,1h 47m,R,6.9,63
Pirates of the Caribbean: At World's End,2007,2h 49m,PG-13,7.1,50
Saw X,2023,1h 58m,R,6.6,60
Saw,2004,1h 43m,R,7.6,46
The Cabin in the Woods,2011,1h 35m,R,7,72
Stopmotion,2023,1h 33m,R,5.6,65
Drag Me to Hell,2009,1h 39m,PG-13,6.6,83
The Impossible,2012,1h 54m,PG-13,7.5,73
Manchester by the Sea,2016,2h 17m,R,7.8,96
Irish Wish,2024,1h 33m,TV-PG,5.2,46
Bad Times at the El Royale,2018,2h 21m,R,7.1,60
Alien: Covenant,2017,2h 2m,R,6.4,65
Predestination,2014,1h 37m,R,7.4,69
Kick-Ass,2010,1h 57m,R,7.6,66
Godzilla: King of the Monsters,2019,2h 12m,PG-13,6,48
Cloud Atlas,2012,2h 52m,R,7.4,55
Scream,2022,1h 54m,R,6.3,60
Mr. & Mrs. Smith,2005,2h,PG-13,6.5,55
Enemy,2013,1h 31m,R,6.9,61
Death Proof,2007,2h 7m,R,7,0
A Quiet Place Part II,2020,1h 37m,PG-13,7.2,71
Encanto,2021,1h 42m,PG,7.2,75
You Should Have Left,2020,1h 33m,R,5.4,46
There Will Be Blood,2007,2h 38m,R,8.2,93
Harry Potter and the Deathly Hallows: Part 1,2010,2h 26m,PG-13,7.7,65
A Cure for Wellness,2016,2h 26m,R,6.4,47
Van Helsing,2004,2h 11m,PG-13,6.1,35
The Outfit,2022,1h 45m,R,7.2,69
Mamma Mia!,2008,1h 48m,PG-13,6.5,51
Sinister,2012,1h 50m,R,6.8,53
Cinderella,2015,1h 45m,PG,6.9,67
Extraction II,2023,2h 2m,R,7,57
Star Wars: Episode II - Attack of the Clones,2002,2h 22m,PG,6.6,54
The King,2019,2h 20m,R,7.3,62
Tangerine,2015,1h 28m,R,7.1,86
Frozen,2013,1h 42m,PG,7.4,75
King Kong,2005,3h 7m,PG-13,7.2,81
In Time,2011,1h 49m,PG-13,6.7,53
3 Idiots,2009,2h 50m,PG-13,8.4,67
Shooter,2007,2h 4m,R,7.1,53
The Mist,2007,2h 6m,R,7.1,58
Deep Water,2022,1h 55m,R,5.5,53
Suspiria,2018,2h 32m,R,6.7,64
Coco,2017,1h 45m,PG,8.4,81
Sydney White,2007,1h 48m,PG-13,6.2,45
Kung Fu Panda,2008,1h 32m,PG,7.6,74
"O Brother, Where Art Thou?",2000,1h 47m,PG-13,7.7,69
Now You See Me,2013,1h 55m,PG-13,7.2,50
Dodgeball: A True Underdog Story,2004,1h 32m,PG-13,6.7,55
Into the Wild,2007,2h 28m,R,8.1,73
Wonder Woman,2017,2h 21m,PG-13,7.3,76
Black Panther,2018,2h 14m,PG-13,7.3,88
Tropic Thunder,2008,1h 47m,R,7.1,71
Aladdin,2019,2h 8m,PG,6.9,53
Hell or High Water,2016,1h 42m,R,7.6,88
Wrong Turn,2003,1h 24m,R,6.1,32
Mission: Impossible - Fallout,2018,2h 27m,PG-13,7.7,87
The Fallout,2021,1h 36m,R,7,84
Jojo Rabbit,2019,1h 48m,PG-13,7.9,58
Grown Ups,2010,1h 42m,PG-13,6,30
Kill Bill: Vol. 2,2004,2h 17m,R,8,83
Ocean's Eight,2018,1h 50m,PG-13,6.3,61
Hamilton,2020,2h 40m,PG-13,8.3,88
The Hunger Games: Mockingjay - Part 2,2015,2h 17m,PG-13,6.5,65
Crimson Peak,2015,1h 59m,R,6.5,66
The Hours,2002,1h 50m,PG-13,7.5,80
The Banshees of Inisherin,2022,1h 54m,R,7.7,87
Shang-Chi and the Legend of the Ten Rings,2021,2h 12m,PG-13,7.4,71
2012,2009,2h 38m,PG-13,5.8,49
"Monsters, Inc.",2001,1h 32m,G,8.1,79
Ice Age,2002,1h 21m,PG,7.5,61
Beau Is Afraid,2023,2h 59m,R,6.7,63
Spectre,2015,2h 28m,PG-13,6.8,60
Man on Fire,2004,2h 26m,R,7.7,47
Beauty and the Beast,2017,2h 9m,PG,7.1,65
Scary Movie,2000,1h 28m,R,6.3,48
Cabrini,2024,2h 22m,PG-13,7.5,51
American Sniper,2014,2h 13m,R,7.3,73
Little Miss Sunshine,2006,1h 41m,R,7.8,80
The Kill Room,2023,1h 38m,R,5.5,58
Avengers: Age of Ultron,2015,2h 21m,PG-13,7.3,66
Meg 2: The Trench,2023,1h 56m,PG-13,5,40
Bird,2024,1h 59m,Other,6.9,69
Bone Tomahawk,2015,2h 12m,Other,7.1,72
M3GAN,2022,1h 42m,PG-13,6.3,72
Puss in Boots: The Last Wish,2022,1h 42m,PG,7.8,73
Captain America: Civil War,2016,2h 27m,PG-13,7.8,75
Juno,2007,1h 36m,PG-13,7.4,81
Stardust,2007,2h 7m,PG-13,7.6,66
Despicable Me,2010,1h 35m,PG,7.6,72
Thor,2011,1h 55m,PG-13,7,57
Miss Peregrine's Home for Peculiar Children,2016,2h 7m,PG-13,6.7,57
Bridge to Terabithia,2007,1h 36m,PG,7.2,74
Pain Hustlers,2023,2h 3m,R,6.5,44
Speak No Evil,2022,1h 37m,Other,6.6,78
Totally Killer,2023,1h 46m,R,6.5,62
Nefarious,2023,1h 37m,R,6.4,0
The Last Samurai,2003,2h 34m,R,7.8,55
Hitman's Wife's Bodyguard,2021,1h 40m,R,6.1,32
The New Mutants,2020,1h 34m,PG-13,5.3,43
Rush,2013,2h 3m,R,8.1,74
A.I. Artificial Intelligence,2001,2h 26m,PG-13,7.2,65
F9: The Fast Saga,2021,2h 23m,PG-13,5.2,58
The Other Guys,2010,1h 47m,PG-13,6.6,64
Life of the Party,2018,1h 45m,PG-13,5.6,46
Men in Black: International,2019,1h 54m,PG-13,5.6,38
The Mummy,2017,1h 50m,PG-13,5.4,34
Little Children,2006,2h 17m,R,7.5,75
Gangs of New York,2002,2h 47m,R,7.5,72
Finestkind,2023,2h 6m,R,6,44
Stonehearst Asylum,2014,1h 52m,PG-13,6.8,52
Train to Busan,2016,1h 58m,Other,7.6,73
The Proposal,2009,1h 48m,PG-13,6.8,48
Greenland,2020,1h 59m,PG-13,6.4,64
The Lovely Bones,2009,2h 15m,PG-13,6.6,42
Amsterdam,2022,2h 14m,R,6.1,48
50 First Dates,2004,1h 39m,PG-13,6.8,48
Mr. Monk's Last Case: A Monk Movie,2023,1h 37m,TV-PG,6.7,65
Harry Potter and the Order of the Phoenix,2007,2h 18m,PG-13,7.5,71
Doctor Sleep,2019,2h 32m,R,7.3,59
Room in Rome,2010,1h 47m,Other,6.1,0
X2,2003,2h 14m,PG-13,7.4,68
Miracle,2004,2h 15m,PG,7.5,68
Legion,2010,1h 40m,R,5.3,32
"MoviePass, MovieCrash",2024,1h 36m,TV-14,6.8,72
Warrior,2011,2h 20m,PG-13,8.1,71
12 Strong,2018,2h 10m,R,6.5,54
The Wrath of Becky,2023,1h 24m,R,6.1,51
School of Rock,2003,1h 49m,PG-13,7.2,82
The Prodigy,2019,1h 32m,R,5.9,45
WALLآ·E,2008,1h 38m,G,8.4,95
Girl in the Basement,2021,1h 28m,TV-14,6.3,0
The Devil All the Time,2020,2h 18m,R,7.1,55
Murder on the Orient Express,2017,1h 54m,PG-13,6.5,52
The Intouchables,2011,1h 52m,R,8.5,57
Shrek 2,2004,1h 33m,PG,7.3,75
Moneyball,2011,2h 13m,PG-13,7.6,87
Rocketman,2019,2h 1m,R,7.3,69
The Mother,2023,1h 55m,R,5.6,45
Step Brothers,2008,1h 38m,R,6.9,51
War of the Worlds,2005,1h 56m,PG-13,6.5,73
West Side Story,2021,2h 36m,PG-13,7.1,85
The Equalizer 2,2018,2h 1m,R,6.7,50
Percy Jackson & the Olympians: The Lightning Thief,2010,1h 58m,PG,5.9,47
How to Be Single,2016,1h 50m,R,6.1,51
The Perks of Being a Wallflower,2012,1h 43m,PG-13,7.9,67
Cashback,2006,1h 42m,R,7.1,54
Uncharted,2022,1h 56m,PG-13,6.3,45
Snack Shack,2024,1h 52m,R,6.9,64
Red Notice,2021,1h 58m,PG-13,6.3,37
Air,2023,1h 51m,R,7.4,73
The Passion of the Christ,2004,2h 7m,R,7.2,47
The Amazing Spider-Man,2012,2h 16m,PG-13,6.9,66
Knocked Up,2007,2h 9m,R,6.9,85
The Many Saints of Newark,2021,2h,R,6.3,60
The Magnificent Seven,2016,2h 12m,PG-13,6.9,54
Incredibles 2,2018,1h 58m,PG,7.5,80
Hot Fuzz,2007,2h 1m,R,7.8,81
The Descent,2005,1h 39m,R,7.2,71
The Wolverine,2013,2h 6m,PG-13,6.7,61
Tusk,2014,1h 42m,R,5.3,55
Talladega Nights: The Ballad of Ricky Bobby,2006,1h 48m,PG-13,6.6,66
Harry Potter and the Half-Blood Prince,2009,2h 33m,PG,7.6,78
13 Hours: The Secret Soldiers of Benghazi,2016,2h 24m,R,7.3,48
Fantastic Beasts: The Secrets of Dumbledore,2022,2h 22m,PG-13,6.2,47
Silver Linings Playbook,2012,2h 2m,R,7.7,81
Shaun of the Dead,2004,1h 39m,R,7.9,76
The Girl with the Dragon Tattoo,2011,2h 38m,R,7.8,71
Aquaman,2018,2h 23m,PG-13,6.8,55
"Three Billboards Outside Ebbing, Missouri",2017,1h 55m,R,8.1,88
Would You Rather,2012,1h 33m,Other,5.7,20
Us,2019,1h 56m,R,6.8,81
Mortal Kombat,2021,1h 50m,R,6,44
The Boy in the Striped Pajamas,2008,1h 34m,PG-13,7.7,55
Red Sparrow,2018,2h 20m,R,6.6,53
The Beautiful Game,2024,2h 5m,PG-13,6.3,60
The Beach,2000,1h 59m,R,6.6,43
Final Destination,2000,1h 38m,R,6.7,39
Mission: Impossible - Rogue Nation,2015,2h 11m,PG-13,7.4,75
A Knight's Tale,2001,2h 12m,PG-13,7,56
Nightcrawler,2014,1h 57m,R,7.8,76
Hustle,2022,1h 57m,R,7.3,68
Skyfall,2012,2h 23m,PG-13,7.8,81
The Town,2010,2h 5m,R,7.5,74
The Hunger Games: Mockingjay - Part 1,2014,2h 3m,PG-13,6.6,64
Strays,2023,1h 33m,R,6.3,54
Queen of Hearts,2019,2h 7m,Other,7,67
Tomb Raider,2018,1h 59m,PG-13,6.3,48
The Shape of Water,2017,2h 3m,R,7.3,87
Memories of Murder,2003,2h 12m,Other,8.1,82
Solo: A Star Wars Story,2018,2h 15m,PG-13,6.9,62
The Last Duel,2021,2h 32m,R,7.4,67
Moulin Rouge!,2001,2h 7m,PG-13,7.6,66
Hundreds of Beavers,2022,1h 48m,Other,7.8,80
Underworld,2003,2h 1m,R,7,42
The Green Knight,2021,2h 10m,R,6.6,85
Remember the Titans,2000,1h 53m,PG,7.8,48
The Princess Diaries,2001,1h 55m,G,6.4,52
Amأ©lie,2001,2h 2m,R,8.3,70
Revenge,2017,1h 48m,R,6.4,81
Zack Snyder's Justice League,2021,4h 2m,R,7.9,54
Black Widow,2021,2h 14m,PG-13,6.7,68
The Lost City,2022,1h 52m,PG-13,6.1,60
Valerian and the City of a Thousand Planets,2017,2h 16m,PG-13,6.4,51
Room,2015,1h 58m,R,8.1,86
Alice in Wonderland,2010,1h 48m,PG,6.4,53
Downsizing,2017,2h 15m,R,5.8,64
The Others,2001,1h 44m,PG-13,7.6,74
Erin Brockovich,2000,2h 11m,R,7.4,73
Under the Skin,2013,1h 48m,R,6.3,80
Alita: Battle Angel,2019,2h 2m,PG-13,7.3,53
The Seeding,2023,1h 40m,TV-MA,5,47
Unbreakable,2000,1h 46m,PG-13,7.3,62
The Greatest Hits,2024,1h 34m,PG-13,6.2,50
Star Trek Beyond,2016,2h 2m,PG-13,7,68
21 Jump Street,2012,1h 49m,R,7.2,69
Transformers: Age of Extinction,2014,2h 45m,PG-13,5.6,32
Star Wars: Episode VIII - The Last Jedi,2017,2h 32m,PG-13,6.9,84
I Spit on Your Grave,2010,1h 48m,R,6.2,27
Doctor Strange,2016,1h 55m,PG-13,7.5,72
Batman v Superman: Dawn of Justice,2016,2h 31m,R,6.5,44
Transformers: The Last Knight,2017,2h 34m,PG-13,5.2,27
Children of Men,2006,1h 49m,R,7.9,84
The Omen,2006,1h 50m,R,5.5,43
Old School,2003,1h 28m,R,7,54
Legend,2015,2h 12m,R,6.9,55
The Ring,2002,1h 55m,PG-13,7.1,57
The Fabelmans,2022,2h 31m,PG-13,7.5,85
X-Men: Dark Phoenix,2019,1h 53m,PG-13,5.7,43
Piranha 3D,2010,1h 28m,R,5.5,53
The Bourne Identity,2002,1h 59m,PG-13,7.8,68
Click,2006,1h 47m,PG-13,6.4,45
It Chapter Two,2019,2h 49m,R,6.5,58
Moonfall,2022,2h 10m,PG-13,5.1,41
Downfall,2004,2h 36m,R,8.2,82
Scooby-Doo,2002,1h 26m,PG,5.3,35
Iron Man 3,2013,2h 10m,PG-13,7.1,62
The Ballad of Buster Scruggs,2018,2h 13m,R,7.2,79
Shazam! Fury of the Gods,2023,2h 10m,PG-13,5.9,47
Wonder,2017,1h 53m,PG,7.9,66
How to Train Your Dragon,2010,1h 38m,PG,8.1,75
Palm Springs,2020,1h 30m,R,7.4,83
Leo,2023,1h 42m,PG,7,65
Alone,2020,1h 38m,R,6.2,70
National Treasure,2004,2h 11m,PG,6.9,40
Mystic River,2003,2h 18m,R,7.9,84
Moonlight,2016,1h 51m,R,7.4,99
The Secret Life of Walter Mitty,2013,1h 54m,PG,7.3,54
Sing,2016,1h 48m,PG,7.1,59
Lone Survivor,2013,2h 1m,R,7.5,60
Uncut Gems,2019,2h 15m,R,7.4,93
Homefront,2013,1h 40m,R,6.5,40
Yesterday,2019,1h 56m,PG-13,6.8,55
The Mummy Returns,2001,2h 10m,PG-13,6.4,48
The Patriot,2000,2h 45m,R,7.2,63
John Wick: Chapter 2,2017,2h 2m,R,7.4,75
Jeepers Creepers,2001,1h 30m,R,6.2,49
Life,2017,1h 44m,R,6.6,54
The Three Musketeers - Part I: D'Artagnan,2023,2h 1m,Other,6.7,79
Sunshine,2007,1h 47m,R,7.2,64
Morbius,2022,1h 44m,PG-13,5.1,35
Bring It On,2000,1h 38m,PG-13,6.1,52
Death on the Nile,2022,2h 7m,PG-13,6.3,52
The Matrix Reloaded,2003,2h 18m,R,7.2,62
Serenity,2019,1h 46m,R,5.4,37
The Green Inferno,2013,1h 40m,R,5.4,38
Fractured,2019,1h 39m,TV-MA,6.5,36
Madagascar,2005,1h 26m,PG,6.9,57
Holes,2003,1h 57m,PG,7,71
Captain America: The Winter Soldier,2014,2h 16m,PG-13,7.7,70
Law Abiding Citizen,2009,1h 49m,R,7.4,34
The Pope's Exorcist,2023,1h 43m,R,6.1,45
Sonic the Hedgehog,2020,1h 39m,PG,6.5,47
Minions: The Rise of Gru,2022,1h 27m,PG,6.5,56
Ticket to Paradise,2022,1h 44m,PG-13,6.1,50
American Made,2017,1h 55m,R,7.1,65
Fast & Furious,2009,1h 47m,PG-13,6.5,46
"LaRoy, Texas",2023,1h 52m,Other,6.4,70
Humane,2024,1h 33m,R,5.4,58
Wonder Woman 1984,2020,2h 31m,PG-13,5.4,60
Seize Them!,2024,1h 31m,Other,5.1,44
The Cell,2000,1h 47m,R,6.4,40
Looper,2012,1h 59m,R,7.4,84
Minority Report,2002,2h 25m,PG-13,7.6,80
The Book of Clarence,2023,2h 9m,PG-13,5.7,57
Extraction,2020,1h 56m,R,6.8,56
After We Collided,2020,1h 45m,R,5.1,14
The Outrun,2024,1h 58m,Other,7.5,69
Ant-Man and the Wasp: Quantumania,2023,2h 4m,PG-13,6.1,48
The Intern,2015,2h 1m,PG-13,7.1,51
Mother!,2017,2h 1m,R,6.6,76
Blonde,2022,2h 47m,NC-17,5.5,50
Maestro,2023,2h 9m,R,6.5,77
Jennifer's Body,2009,1h 42m,R,5.5,47
Through My Window,2022,1h 56m,TV-MA,5.5,0
Sonic the Hedgehog 2,2022,2h 2m,PG,6.5,47
The Man from Earth,2007,1h 27m,Other,7.8,0
How to Lose a Guy in 10 Days,2003,1h 56m,PG-13,6.5,45
Coyote Ugly,2000,1h 40m,PG-13,5.7,27
The Imaginarium of Doctor Parnassus,2009,2h 3m,PG-13,6.8,65
Cobweb,2023,1h 28m,R,5.9,50
Creep,2014,1h 17m,R,6.3,74
Spider-Man 3,2007,2h 19m,PG-13,6.3,59
Freelance,2023,1h 48m,R,5.5,22
RRR,2022,3h 7m,Other,7.8,83
The Curious Case of Benjamin Button,2008,2h 46m,PG-13,7.8,70
The Invisible Man,2020,2h 4m,R,7.1,72
Spring Breakers,2012,1h 34m,R,5.3,63
I See You,2019,1h 38m,R,6.8,65
Peacock,2010,1h 30m,PG-13,6.2,0
Robin Hood,2010,2h 20m,PG-13,6.6,53
Oblivion,2013,2h 4m,PG-13,7,54
Collateral,2004,2h,R,7.5,71
Antichrist,2009,1h 48m,Other,6.5,49
The Royal Hotel,2023,1h 31m,R,5.8,77
Identity,2003,1h 30m,R,7.3,64
Orphan,2009,2h 3m,R,7,42
Ava,2020,1h 36m,R,5.5,39
The Da Vinci Code,2006,2h 29m,PG-13,6.6,46
Sherlock Holmes,2009,2h 8m,PG-13,7.6,57
Road Trip,2000,1h 33m,R,6.5,55
Ghostbusters,2016,1h 57m,PG-13,6.8,60
Shame,2011,1h 41m,NC-17,7.2,72
Luther: The Fallen Sun,2023,2h 9m,R,6.4,53
Black Panther: Wakanda Forever,2022,2h 41m,PG-13,6.7,67
Insidious,2010,1h 43m,PG-13,6.8,52
Don Jon,2013,1h 30m,R,6.5,66
Atomic Blonde,2017,1h 55m,R,6.7,63
The Aviator,2004,2h 50m,PG-13,7.5,77
Hannibal,2001,2h 11m,R,6.8,57
The Reader,2008,2h 4m,R,7.6,58
V for Vendetta,2005,2h 12m,R,8.2,62
We Were Soldiers,2002,2h 18m,R,7.2,65
Training Day,2001,2h 2m,R,7.7,71
The Legend of Tarzan,2016,1h 50m,PG-13,6.2,44
Transformers: Revenge of the Fallen,2009,2h 29m,PG-13,6,35
Watcher,2022,1h 36m,R,6.3,72
65,2023,1h 33m,PG-13,5.4,40
The Wonderful Story of Henry Sugar and Three More,2024,1h 28m,TV-PG,7.2,0
Wind River,2017,1h 47m,R,7.7,73
Layer Cake,2004,1h 45m,R,7.3,73
Iron Man 2,2010,2h 4m,PG-13,6.9,57
Monster,2003,1h 49m,R,7.3,74
Bombshell,2019,1h 49m,R,6.8,64
2 Fast 2 Furious,2003,1h 47m,PG-13,5.9,38
Old Dads,2023,1h 44m,R,6.2,42
Pandorum,2009,1h 48m,R,6.7,28
Dawn of the Dead,2004,1h 41m,R,7.3,59
Cocaine Bear,2023,1h 35m,R,5.9,54
The Color Purple,2023,2h 21m,PG-13,6.8,72
Heart of Stone,2023,2h 2m,PG-13,5.7,44
Sleeping Beauty,2011,1h 41m,TV-14,5.3,61
My Big Fat Greek Wedding 3,2023,1h 32m,PG-13,5.2,35
Mortal Engines,2018,2h 8m,PG-13,6.1,44
The Island,2005,2h 16m,PG-13,6.8,50
The Adam Project,2022,1h 46m,PG-13,6.7,55
Underwater,2020,1h 35m,PG-13,5.9,48
Sex Drive,2008,1h 49m,R,6.5,49
Venom,2018,1h 52m,PG-13,6.6,35
The Expendables 3,2014,2h 6m,PG-13,6.1,35
Crash,2004,1h 52m,R,7.7,66
The Twilight Saga: Breaking Dawn - Part 2,2012,1h 55m,PG-13,5.5,52
8 Mile,2002,1h 50m,R,7.2,77
Sicario: Day of the Soldado,2018,2h 2m,R,7.1,61
Big Fish,2003,2h 5m,PG-13,8,58
The Princess and the Frog,2009,1h 37m,G,7.2,73
Melancholia,2011,2h 15m,R,7.1,81
Signs,2002,1h 46m,PG-13,6.8,59
CODA,2021,1h 51m,PG-13,8,72
Toy Story 3,2010,1h 43m,G,8.3,92
The Man from U.N.C.L.E.,2015,1h 56m,PG-13,7.2,56
The Out-Laws,2023,1h 35m,R,5.4,36
Million Dollar Baby,2004,2h 12m,PG-13,8.1,86
Terminator: Dark Fate,2019,2h 8m,R,6.2,54
Spider-Man 2,2004,2h 7m,PG-13,7.5,83
Sex and the City,2008,2h 25m,R,5.7,53
The Autopsy of Jane Doe,2016,1h 26m,R,6.8,65
Beautiful Disaster,2023,1h 36m,R,5.3,0
Nymphomaniac: Vol. II,2013,2h 4m,Other,6.6,60
Resident Evil,2002,1h 40m,R,6.6,35
The Father,2020,1h 37m,PG-13,8.2,88
Eden Lake,2008,1h 31m,R,6.7,65
The Nun II,2023,1h 50m,R,5.6,47
King Richard,2021,2h 24m,PG-13,7.5,76
Pacific Rim,2013,2h 11m,PG-13,6.9,65
Night at the Museum,2006,1h 48m,PG,6.5,48
Brightburn,2019,1h 30m,R,6.1,44
I Am Legend,2007,1h 41m,PG-13,7.2,65
The Hobbit: The Battle of the Five Armies,2014,2h 24m,R,7.4,59
Big Hero 6,2014,1h 42m,PG,7.8,74
13 Going on 30,2004,1h 38m,PG-13,6.3,57
Kingsman: The Golden Circle,2017,2h 21m,R,6.7,44
The Ritual,2017,1h 34m,TV-MA,6.3,57
Black Adam,2022,2h 5m,PG-13,6.2,41
Maleficent,2014,1h 37m,PG,6.9,56
The School for Good and Evil,2022,2h 27m,PG-13,5.9,30
This Is 40,2012,2h 14m,R,6.2,59
The Power of the Dog,2021,2h 6m,R,6.8,89
The Amazing Spider-Man 2,2014,2h 22m,PG-13,6.6,53
Infinite,2021,1h 46m,PG-13,5.5,28
Happy Feet,2006,1h 48m,PG,6.4,77
The Conjuring 2,2016,2h 14m,R,7.3,65
American Hustle,2013,2h 18m,R,7.2,90
Rogue Agent,2022,1h 55m,Other,6.4,61
No One Will Save You,2023,1h 33m,PG-13,6.3,60
Arkansas,2020,1h 57m,R,6,55
Lady Chatterley's Lover,2022,2h 6m,R,6.6,67
Am I OK?,2022,1h 26m,R,6.6,74
The Visit,2015,1h 34m,PG-13,6.3,55
Sexy Beast,2000,1h 29m,R,7.3,79
Triple Frontier,2019,2h 5m,R,6.5,61
Blue Valentine,2010,1h 52m,R,7.3,81
Spy,2015,2h,R,7,75
Burn After Reading,2008,1h 36m,R,7,63
Emily the Criminal,2022,1h 37m,R,6.7,75
The Phantom of the Opera,2004,2h 23m,PG-13,7.2,40
Masterminds,2015,1h 35m,PG-13,5.8,47
The Guilty,2021,1h 30m,R,6.3,63
Tron: Legacy,2010,2h 5m,PG,6.8,49
The Hobbit: The Desolation of Smaug,2013,2h 41m,PG-13,7.8,66
Zombieland,2009,1h 28m,R,7.5,73
Persuasion,2022,1h 48m,PG,5.8,42
Guardians of the Galaxy Vol. 2,2017,2h 16m,PG-13,7.6,67
Redeeming Love,2022,2h 14m,PG-13,6.7,32
Molly's Game,2017,2h 20m,R,7.4,71
Constantine,2005,2h 1m,R,7,50
Miss Sloane,2016,2h 12m,R,7.5,64
The House That Jack Built,2018,2h 32m,R,6.8,42
The Hills Have Eyes,2006,1h 47m,R,6.4,52
The Road,2009,1h 51m,R,7.2,64
A Good Person,2023,2h 8m,R,7.1,50
John Wick: Chapter 3 - Parabellum,2019,2h 10m,R,7.4,73
The Nun,2018,1h 36m,R,5.3,46
Mean Dreams,2016,1h 48m,R,6.3,64
How to Please a Woman,2022,1h 51m,Other,6.2,54
The Jungle Book,2016,1h 46m,PG,7.4,77
Project X,2012,1h 28m,R,6.7,46
Game Night,2018,1h 40m,R,6.9,66
Sully,2016,1h 36m,PG-13,7.4,74
Ad Astra,2019,2h 3m,PG-13,6.5,80
Grown Ups 2,2013,1h 41m,PG-13,5.4,19
Rio,2011,1h 36m,G,6.9,63
The Butterfly Effect,2004,1h 53m,R,7.6,30
Voyagers,2021,1h 48m,PG-13,5.5,44
Van Wilder,2002,1h 32m,R,6.4,26
Easy A,2010,1h 32m,PG-13,7,72
6 Underground,2019,2h 8m,R,6.1,41
The Emperor's New Groove,2000,1h 18m,G,7.4,70
Sing Street,2016,1h 46m,PG-13,7.9,79
Greyhound,2020,1h 31m,PG-13,7,64
The Hill,2023,2h 6m,PG,6.7,48
The Pale Blue Eye,2022,2h 8m,R,6.6,56
The Meg,2018,1h 53m,PG-13,5.7,46
Oh Canada,2024,1h 31m,Other,5.3,59
Lion,2016,1h 58m,PG-13,8,69
Irena's Vow,2023,2h 1m,R,6.4,77
The Hitman's Bodyguard,2017,1h 58m,R,6.9,47
This Is the End,2013,1h 47m,R,6.6,67
Freud's Last Session,2023,1h 48m,PG-13,6.1,49
Men in Blackآ³,2012,1h 46m,PG-13,6.8,58
The Girl Who Escaped: The Kara Robinson Story,2023,1h 28m,TV-14,6.2,0
Which Brings Me to You,2023,1h 38m,Other,5.6,52
In Bruges,2008,1h 47m,R,7.9,67
Don't Breathe,2016,1h 28m,R,7.1,71
Code 8,2019,1h 38m,Other,6.1,48
Memoirs of a Geisha,2005,2h 25m,PG-13,7.3,54
Hustlers,2019,1h 50m,R,6.3,79
Snowpiercer,2013,2h 6m,R,7.1,84
Soul,2020,1h 40m,PG,8,83
RED,2010,1h 51m,PG-13,7,60
Diary of a Wimpy Kid,2010,1h 34m,PG,6.2,56
Run,2020,1h 30m,PG-13,6.7,67
Mamma Mia! Here We Go Again,2018,1h 54m,PG-13,6.6,60
Venom: Let There Be Carnage,2021,1h 37m,PG-13,5.9,49
Ghost Rider,2007,1h 50m,PG-13,5.3,35
Gran Torino,2008,1h 56m,R,8.1,73
The Shrouds,2024,1h 59m,Other,5.2,57
Below Her Mouth,2016,1h 34m,Other,5.5,42
Sideways,2004,2h 7m,R,7.5,94
12 Years a Slave,2013,2h 14m,R,8.1,96
The Paperboy,2012,1h 47m,R,5.7,45
Sky High,2005,1h 40m,PG,6.3,62
Bird Box,2018,2h 4m,R,6.6,51
Chocolat,2000,2h 1m,PG-13,7.2,64
Cars 2,2011,1h 46m,G,6.2,57
What You Wish For,2023,1h 41m,Other,6.7,0
The Pursuit of Happyness,2006,1h 57m,PG-13,8,64
The Expendables,2010,1h 43m,R,6.4,45
What We Do in the Shadows,2014,1h 26m,R,7.6,76
BlacKkKlansman,2018,2h 15m,R,7.5,83
Hypnotic,2023,1h 33m,R,5.5,53
Couples Retreat,2009,1h 53m,R,5.5,23
57 Seconds,2023,1h 39m,R,5.4,0
The Girl Next Door,2007,1h 31m,R,6.5,29
Marie Antoinette,2006,2h 3m,PG-13,6.5,64
Insomnia,2002,1h 58m,R,7.2,78
5lbs of Pressure,2024,1h 51m,R,5.2,0
The Hitchhiker's Guide to the Galaxy,2005,1h 49m,PG,6.7,63
Coraline,2009,1h 40m,PG,7.7,80
American Assassin,2017,1h 51m,R,6.2,45
Furious 7,2015,2h 17m,PG-13,7.1,67
Hellboy II: The Golden Army,2008,2h,PG-13,7,78
Pain & Gain,2013,2h 9m,R,6.4,45
Closer,2004,1h 44m,R,7.2,65
Minions,2015,1h 31m,PG,6.4,56
The Tree of Life,2011,2h 19m,PG-13,6.8,85
Hellboy,2004,2h 2m,PG-13,6.8,72
Fast & Furious Presents: Hobbs & Shaw,2019,2h 17m,PG-13,6.5,60
Serenity,2005,1h 59m,PG-13,7.8,74
Nightmare Alley,2021,2h 30m,R,7,70
Megan Leavey,2017,1h 56m,PG-13,7.1,66
You People,2023,1h 57m,R,5.5,50
The Change-Up,2011,1h 52m,R,6.3,39
Transformers: Dark of the Moon,2011,2h 34m,PG-13,6.2,42
The Village,2004,1h 48m,PG-13,6.6,44
House of Gucci,2021,2h 38m,R,6.6,59
"Me, Myself & Irene",2000,1h 56m,R,6.6,49
Missing,2023,1h 51m,PG-13,7.1,66
The Royal Tenenbaums,2001,1h 50m,R,7.6,76
Vivarium,2019,1h 37m,R,5.9,64
